loss	cls_a	cls_b
-0.0039091924	{'ClFS3----------', 'PDFS3----------', 'RV--3----------'}	{'P5ZS3--3-------', 'XX-------------', 'RR--X----------', 'NNIS5-----A----', 'PZYS1----------', 'P1XXXZS3-------', 'P5ZS6--3-------', 'PJYS2----------', 'PDZS3----------', 'PSXXXZS3-------', 'NNFS6-----A----', 'PZFS1----------', 'P6-X6----------', 'PSYS1-S1-------', 'PWFS1----------', 'VsQW---XX-AP---'}
0.0067702184	{'AAFP6----1A----', 'PLXP6----------', 'CrFS6----------', 'AUFS6M---------', 'AGFP6-----A----'}	{'PDXP6----------', 'AAIP6----1A----', 'CrIP6----------', 'AAIP6----3A----', 'P8XP6----------'}
0.0068939310	{'PP-S7--1-------', 'AAMP7----1A----', 'AAFP7----1A----', 'AAFP7----1N----', 'AAFP7----2A----', 'P4XP7----------'}	{'VB-P---3F-NA---', 'VB-P---3P-NA--1', 'AAFS7----1N----', 'PLXP7----------', 'VB-P---3P-AA--1', 'VB-P---3P-NA---', 'AUFS7M---------', 'VB-S---1F-AA---', 'PP-S1--1-------', 'AAFS7----1A----', 'VB-P---1F-AA---', 'VeYS------A----'}
0.0070736335	{'P4FS7----------', 'PP-P7--1-------', 'NNIP7-----A----', 'P9ZS7----------', 'P5XP7--3-------', 'PDZS7----------'}	{'Vi-S---2--A----', 'NNIXX-----A----', 'NNNP1-----A---2', 'NNMXX-----A---8', 'NNIXX-----A---8', 'VB-S---2P-NA---'}
0.0073351120	{'CrNS3----------', 'NNFP3-----A----', 'AANS3----2A----'}	{'AANS4----1A----', 'PLFP4----------', 'AUIS1M---------', 'PDFP4----------', 'AGNS4-----A----', 'AANS4----3A----', 'PSZS1FS3-------', 'PDYS1----------'}
0.0077201093	{'AGIP2-----A----', 'Cn-S4----------', 'AAIP2----1N----'}	{'P9FS2----------', 'P5XP2--3-------', 'NNFS2-----A----', 'NNFS2-----N----', 'NNFS2-----A---1', 'PP-P2--1-------'}
0.0078927099	{'ClYS1----------', 'PSYS1-P1-------', 'ClZS7----------', 'PWYS1----------', 'AAIS1----1A----', 'AAIS1----3A----', 'CrIS1----------'}	{'VsYS---XX-AP---', 'AAIS1----2A----', 'AAIS1----1N----'}
0.0080314010	{'AAFP2----1A----', 'AAFP2----2A----', 'PSXP2FS3-------', 'P8XP2----------', 'PLXP2----------', 'AUFP2M---------'}	{'AANS3----1A----', 'PZ--3----------', 'NNMP2-----A---1', 'AAMP3----1A----', 'Cn-P3----------', 'ClZS3----------'}
0.0082482632	{'RV--2----------', 'AAIS2----1N----', 'AAIS2----3A----'}	{'PPFS3--3-------', 'PP-P3--2-------', 'P7-X3----------', 'PHZS4--3-------', 'PPFS4--3-------'}
0.0082954189	{'PLMP1----------', 'PDMP1----------', 'AAMP1----1A----', 'PSXP1FS3-------', 'AAMP1----2A----'}	{'AAMS2----1A----', 'AGMS2-----A----', 'CrFS1----------', 'PW--4----------', 'PSFSXFS3-------', 'PDFS4----------', 'AGFS1-----A----', 'P4ZS2----------', 'P4FS2----------', 'PW--1----------', 'VB-S---2P-AA---', 'AAMS2----1N----', 'P8FS4---------1', 'VB-P---2P-AA---', 'VB-S---1P-NA--1'}
0.0084257070	{'AGNP6-----A----', 'NNNP6-----A----', 'Ca--6----------'}	{'Dg-------1N----', 'Dg-------1A----', 'Dg-------3A----', 'PH-S3--1-------', 'PHZS3--3-------', 'PKM-3----------', 'PLNS1----------'}
0.0084936759	{'AAIP4----3A----', 'PLYP4----------', 'AGIP4-----A----', 'AAIP4----1A----', 'P8YP4---------1'}	{'PWFP4----------', 'AANP4----1A----', 'P8FP4---------1', 'PZFP4----------', 'AGIS4-----A----', 'P8NP4---------1', 'ClHP4----------', 'AGFP4-----A----', 'AAMP4----1A----'}
0.0087149816	{'AAFS4----1N----', 'P8FS7---------1', 'AAFS4----3A----', 'PZFS4----------', 'AUFS4M---------', 'AAFS4----1A----', 'AGFS4-----A----'}	{'NNMXX-----A----', 'AAMS2----3A----', 'ClZS2----------', 'VB-S---3F-AA---'}
0.0070254497	{'AAFS4----1N----', 'NNMXX-----A----', 'PZFS4----------', 'ClZS2----------', 'P8FS7---------1', 'AUFS4M---------', 'AAFS4----1A----', 'AAMS2----3A----', 'AAFS4----3A----', 'VB-S---3F-AA---', 'AGFS4-----A----'}	{'P5FS4--3-------', 'PDNS4----------', 'PZ--6----------'}
0.0082483792	{'AAFS4----1N----', 'NNMXX-----A----', 'PZFS4----------', 'ClZS2----------', 'P8FS7---------1', 'AUFS4M---------', 'AAFS4----1A----', 'P5FS4--3-------', 'PDNS4----------', 'AAMS2----3A----', 'AAFS4----3A----', 'PZ--6----------', 'VB-S---3F-AA---', 'AGFS4-----A----'}	{'Xx-------------', 'NNFS1-----A---1', 'NNFS5-----A----'}
0.0052631398	{'AAFS4----1N----', 'NNMXX-----A----', 'NNFS5-----A----', 'PZFS4----------', 'ClZS2----------', 'P8FS7---------1', 'AUFS4M---------', 'Xx-------------', 'AAFS4----1A----', 'P5FS4--3-------', 'PDNS4----------', 'AAMS2----3A----', 'AAFS4----3A----', 'PZ--6----------', 'VB-S---3F-AA---', 'NNFS1-----A---1', 'AGFS4-----A----'}	{'AAFS6----1N----', 'NNNXX-----A----', 'ClFS6----------'}
0.0054335085	{'AAFS4----1N----', 'NNMXX-----A----', 'NNFS5-----A----', 'AAFS6----1N----', 'NNNXX-----A----', 'PZFS4----------', 'ClZS2----------', 'AUFS4M---------', 'ClFS6----------', 'AAFS4----1A----', 'AAMS2----3A----', 'AAFS4----3A----', 'VB-S---3F-AA---', 'NNFS1-----A---1', 'P8FS7---------1', 'Xx-------------', 'P5FS4--3-------', 'PDNS4----------', 'PZ--6----------', 'AGFS4-----A----'}	{'NNFXX-----A----', 'NNFPX-----A----', 'PJZS3----------', 'P1FSXFS3-------'}
0.0067071956	{'AAFS4----1N----', 'NNMXX-----A----', 'NNFS5-----A----', 'AAFS6----1N----', 'NNNXX-----A----', 'PZFS4----------', 'ClZS2----------', 'AUFS4M---------', 'ClFS6----------', 'AAFS4----1A----', 'NNFPX-----A----', 'AAMS2----3A----', 'AAFS4----3A----', 'PJZS3----------', 'VB-S---3F-AA---', 'NNFS1-----A---1', 'P8FS7---------1', 'Xx-------------', 'P5FS4--3-------', 'PDNS4----------', 'PZ--6----------', 'P1FSXFS3-------', 'NNFXX-----A----', 'AGFS4-----A----'}	{'AANS4----1N----', 'NNMP4-----A----', 'CrNS4----------'}
0.0086924372	{'AAFS4----1N----', 'NNMXX-----A----', 'NNFS5-----A----', 'AAFS6----1N----', 'NNNXX-----A----', 'PZFS4----------', 'ClZS2----------', 'AUFS4M---------', 'ClFS6----------', 'AAFS4----1A----', 'NNFPX-----A----', 'AANS4----1N----', 'AAMS2----3A----', 'AAFS4----3A----', 'PJZS3----------', 'VB-S---3F-AA---', 'NNFS1-----A---1', 'P8FS7---------1', 'Xx-------------', 'P5FS4--3-------', 'PDNS4----------', 'NNMP4-----A----', 'PZ--6----------', 'CrNS4----------', 'P1FSXFS3-------', 'NNFXX-----A----', 'AGFS4-----A----'}	{'PPXP2--3-------', 'PPNS4--3-------', 'TT-------------'}
0.0081928083	{'AAIP3----3A----', 'AAFP3----1A----', 'AGIP3-----A----', 'PZXP3----------', 'P8XP3----------', 'AAIP3----1A----'}	{'AAFS4----1N----', 'NNMXX-----A----', 'NNFS5-----A----', 'AAFS6----1N----', 'NNNXX-----A----', 'PZFS4----------', 'ClZS2----------', 'AUFS4M---------', 'ClFS6----------', 'AAFS4----1A----', 'NNFPX-----A----', 'AANS4----1N----', 'AAMS2----3A----', 'AAFS4----3A----', 'PJZS3----------', 'VB-S---3F-AA---', 'NNFS1-----A---1', 'TT-------------', 'PPNS4--3-------', 'P8FS7---------1', 'Xx-------------', 'PPXP2--3-------', 'P5FS4--3-------', 'PDNS4----------', 'NNMP4-----A----', 'PZ--6----------', 'CrNS4----------', 'P1FSXFS3-------', 'NNFXX-----A----', 'AGFS4-----A----'}
0.0089144592	{'P4YP4----------', 'PJNS1----------', 'J,-S---1-------', 'P4IS4----------', 'J,-------------', 'PE--1----------', 'P4NS4----------'}	{'PJZS7----------', 'P4XP3----------', 'P4NP1----------', 'P4FP4----------', 'P4MP1----------', 'P4ZS3----------'}
0.0095631694	{'PZIS4----------', 'CrIS4----------', 'P8IS4----------', 'PSIS4-P1-------', 'AAIS4----1A----'}	{'PZZS2----------', 'PSZS2-P1-------', 'PDZS2----------', 'PSZS2-S1-------', 'P8ZS2----------'}
0.0097129463	{'Dg-------1A---1', 'AAFS1----1A----', 'PDFS1----------', 'PLFS1----------', 'AAFS1----1N----', 'NNFS7-----N----', 'ClFS1----------'}	{'Ca--7----------', 'AGFP7-----A----', 'NNMP7-----A----'}
0.0102725657	{'PDFS1----------', 'AAFS1----1N----', 'NNFS7-----N----', 'NNMP7-----A----', 'Dg-------1A---1', 'AAFS1----1A----', 'AGFP7-----A----', 'Ca--7----------', 'PLFS1----------', 'ClFS1----------'}	{'PSZS7-P1-------', 'PLZS7----------', 'RV--7----------', 'P8ZS7----------'}
0.0104345373	{'ClYP4----------', 'PSXP4-P1-------', 'AAFP4----1A----', 'AAFP4----3A----', 'PZNS4----------', 'AAFP4----1N----', 'ClXP4----------'}	{'Cn-P7----------', 'AAIP7----1N----', 'AAIP7----1A----', 'PZXP7----------', 'ClXP7----------'}
0.0104947123	{'CrIS6----------', 'AAIS6----1N----', 'PWZS6----------', 'AAIS6----3A----', 'PSZS6FS3-------', 'PSZS6-P1-------', 'AAIS6----1A----'}	{'PZXP6----------', 'Cn-P6----------', 'ClXP6----------', 'PSXP6-P1-------', 'CrNP6----------', 'AANP6----1A----'}
0.0104956731	{'PZ--4----------', 'PP-P4--2-------', 'NNFP4-----A----', 'PP-S4--1-------', 'PKM-4----------', 'NNNP4-----A----', 'NNNP4-----A---2'}	{'PP-P7--1-------', 'NNIP7-----A----', 'VB-S---2P-NA---', 'NNNP1-----A---2', 'P9ZS7----------', 'PDZS7----------', 'Vi-S---2--A----', 'NNMXX-----A---8', 'P5XP7--3-------', 'P4FS7----------', 'NNIXX-----A---8', 'NNIXX-----A----'}
0.0105931341	{'ClHP1----------', 'PDNP1----------', 'AAFP1----1N----', 'CrIP1----------', 'PWFP1----------', 'ClXP1----------', 'PZIP1----------', 'AAFP1----1A----'}	{'CyFP1----------', 'NNISX-----A----', 'NNNP1-----A----'}
0.0107015248	{'PZZS2----------', 'PZIS4----------', 'CrIS4----------', 'PDZS2----------', 'P8IS4----------', 'AAIS4----1A----', 'PSZS2-P1-------', 'PSZS2-S1-------', 'P8ZS2----------', 'PSIS4-P1-------'}	{'NNMS4-----A----', 'NNNS4-----N----', 'PDMS4----------', 'P8MS4----------', 'CyFS4----------', 'AAMS4----1A----'}
0.0114426382	{'AAIS7----1N----', 'PDXP7----------', 'NNFP7-----A----'}	{'VpNS---XR-AA--1', 'AANS1----1N----', 'PLNS1---------1', 'VsNS---XX-AP---', 'AGNS1-----A----', 'AANS1----2A----', 'AANS1----3A----', 'AANS1----1A----'}
0.0121816017	{'P1ZS1FS3-------', 'VB-S---1F-NA---', 'PWYP4----------', 'VpNS---XR-NA---', 'VpMP---XR-AA--1', 'PSHS1-P1-------', 'PSXXXXP3-------', 'AAIP1----1N----', 'PDIS4----------', 'P1XXXXP3-------', 'AANP1----1A----', 'PSHS1-S1-------', 'PDIP4----------', 'PE--4----------', 'VpMP---XR-NA---', 'PWNS1----------', 'PDFP1----------', 'ACMP------A----', 'AAIP1----1A----', 'PZNS1----------', 'CrNP1----------', 'AGIP1-----A----', 'VB-P---2F-AA---'}	{'P4FP1----------', 'P4FS4----------', 'PQ--4----------', 'P4IP1----------', 'P4MS4----------'}
0.0121893577	{'PDFS1----------', 'AAFS1----1N----', 'RV--7----------', 'NNFS7-----N----', 'NNMP7-----A----', 'Dg-------1A---1', 'AAFS1----1A----', 'AGFP7-----A----', 'PLZS7----------', 'P8ZS7----------', 'PSZS7-P1-------', 'Ca--7----------', 'PLFS1----------', 'ClFS1----------'}	{'J,-X---3-------', 'PJXP1----------', 'J,-P---1-------'}
0.0123589944	{'PLFP1----------', 'AAFP1----3A----', 'VpTP---XR-AA---'}	{'PSXP2FS3-------', 'P8XP2----------', 'AANS3----1A----', 'PZ--3----------', 'AUFP2M---------', 'AAMP3----1A----', 'AAFP2----1A----', 'AAFP2----2A----', 'PLXP2----------', 'Cn-P3----------', 'NNMP2-----A---1', 'ClZS3----------'}
0.0133359763	{'ClHP1----------', 'PDNP1----------', 'AAFP1----1N----', 'CrIP1----------', 'PWFP1----------', 'ClXP1----------', 'PZIP1----------', 'CyFP1----------', 'AAFP1----1A----', 'NNISX-----A----', 'NNNP1-----A----'}	{'PQ--6----------', 'PDZS6----------', 'P5FS6--3-------'}
0.0137628316	{'PDFS1----------', 'J,-P---1-------', 'J,-X---3-------', 'AAFS1----1N----', 'RV--7----------', 'NNFS7-----N----', 'NNMP7-----A----', 'Dg-------1A---1', 'AAFS1----1A----', 'AGFP7-----A----', 'PLZS7----------', 'P8ZS7----------', 'PSZS7-P1-------', 'Ca--7----------', 'PLFS1----------', 'PJXP1----------', 'ClFS1----------'}	{'PWFS4----------', 'CrNP2----------', 'AGNP2-----A----', 'AANP2----1A----', 'AAFS4----2A----', 'P8FS4----------', 'VsFS4--XX-AP---', 'ClFS4----------'}
0.0138863504	{'ClYS1----------', 'VsYS---XX-AP---', 'ClZS7----------', 'PWYS1----------', 'AAIS1----3A----', 'AAIS1----2A----', 'CrIS1----------', 'PSYS1-P1-------', 'AAIS1----1A----', 'AAIS1----1N----'}	{'VB-S---3F-NA---', 'VB-S---3P-NA---', 'PZM-4----------', 'VB-P---2P-NA---'}
0.0140319870	{'ClYS1----------', 'VsYS---XX-AP---', 'ClZS7----------', 'VB-S---3P-NA---', 'PWYS1----------', 'AAIS1----3A----', 'AAIS1----2A----', 'CrIS1----------', 'PSYS1-P1-------', 'AAIS1----1A----', 'AAIS1----1N----', 'VB-S---3F-NA---', 'PZM-4----------', 'VB-P---2P-NA---'}	{'PZNP1----------', 'VB-P---1P-AA---', 'AGNP1-----A----', 'P4ZS7----------'}
0.0145829861	{'AAFS2----1A----', 'AUFS2M---------', 'AAFS2----1N----', 'AAFS2----3A----', 'PDFS2----------', 'P8FS2---------1', 'AAFS2----2A----'}	{'AAIS2----3A----', 'PP-P3--2-------', 'P7-X3----------', 'PHZS4--3-------', 'RV--2----------', 'PPFS3--3-------', 'AAIS2----1N----', 'PPFS4--3-------'}
0.0115875501	{'AAXXX----1A----', 'C}-------------', 'A2--------A----', 'AAXXX----1A---8', 'Db------------8'}	{'AAIS2----3A----', 'PP-P3--2-------', 'AAFS2----1N----', 'P7-X3----------', 'PHZS4--3-------', 'AAIS2----1N----', 'RV--2----------', 'PPFS3--3-------', 'AAFS2----1A----', 'AUFS2M---------', 'PDFS2----------', 'AAFS2----3A----', 'P8FS2---------1', 'AAFS2----2A----', 'PPFS4--3-------'}
0.0149788085	{'AAMS2----1A----', 'AGMS2-----A----', 'PW--4----------', 'AAMP1----1A----', 'PSFSXFS3-------', 'AAMP1----2A----', 'P4FS2----------', 'VB-S---2P-AA---', 'PW--1----------', 'AAMS2----1N----', 'VB-P---2P-AA---', 'VB-S---1P-NA--1', 'PLMP1----------', 'CrFS1----------', 'PDMP1----------', 'PSXP1FS3-------', 'PDFS4----------', 'AGFS1-----A----', 'P4ZS2----------', 'P8FS4---------1'}	{'AAMS7----1A----', 'PSZS7-S1-------', 'AANS7----1A----', 'AANS7----1N----', 'AGNS7-----A----', 'AAMS7----3A----'}
0.0162774834	{'PDFS6----------', 'P8FS6---------1', 'AAFS6----3A----', 'AAFS6----1A----'}	{'NNIP6-----A----', 'P4FS6----------', 'AGFS6-----A----'}
0.0163149767	{'Cn-P2----------', 'PQ--2----------', 'AUIP2M---------', 'Ca--2----------', 'ClXP2----------', 'PP-P2--2-------', 'AAIP2----1A----', 'PZXP2----------', 'CrIP2----------'}	{'NNIS3-----A---1', 'RV--3---------1', 'ClXP3----------', 'NNIS3-----A----', 'PLXP3----------'}
0.0165318795	{'PWFS4----------', 'J,-P---1-------', 'CrNP2----------', 'AAFS1----1N----', 'NNFS7-----N----', 'NNMP7-----A----', 'AGNP2-----A----', 'AGFP7-----A----', 'P8ZS7----------', 'J,-X---3-------', 'PLZS7----------', 'PSZS7-P1-------', 'PLFS1----------', 'P8FS4----------', 'PJXP1----------', 'PDFS1----------', 'AANP2----1A----', 'RV--7----------', 'VsFS4--XX-AP---', 'ClFS4----------', 'Dg-------1A---1', 'AAFS1----1A----', 'AAFS4----2A----', 'Ca--7----------', 'ClFS1----------'}	{'Vc-S---1-------', 'J^------------1', 'VB-S---1P-AA---', 'PQ--7----------', 'VB-P---3F-AA---'}
0.0168868235	{'PPZS3--3-------', 'NNMS3-----A---1', 'PDXP3----------', 'P8ZS3----------', 'CrFP4----------', 'AAFS3----1A----', 'AAIS3----1A----', 'AAMS3----1A----', 'PLNP4----------', 'AANP3----1A----', 'P6-X3----------'}	{'PZZS2----------', 'PZIS4----------', 'CrIS4----------', 'PDZS2----------', 'NNMS4-----A----', 'P8MS4----------', 'P8IS4----------', 'AAIS4----1A----', 'PSZS2-P1-------', 'NNNS4-----N----', 'PDMS4----------', 'PSZS2-S1-------', 'P8ZS2----------', 'PSIS4-P1-------', 'CyFS4----------', 'AAMS4----1A----'}
0.0170030760	{'ClHP1----------', 'PDNP1----------', 'AAFP1----1N----', 'CrIP1----------', 'PWFP1----------', 'ClXP1----------', 'PZIP1----------', 'PQ--6----------', 'CyFP1----------', 'AAFP1----1A----', 'NNISX-----A----', 'P5FS6--3-------', 'PDZS6----------', 'NNNP1-----A----'}	{'P1ZS1FS3-------', 'VB-S---1F-NA---', 'P4FS4----------', 'PWYP4----------', 'VpNS---XR-NA---', 'P4IP1----------', 'VpMP---XR-AA--1', 'PSHS1-P1-------', 'PSXXXXP3-------', 'AAIP1----1N----', 'PDIS4----------', 'P4MS4----------', 'P1XXXXP3-------', 'AANP1----1A----', 'PSHS1-S1-------', 'PDIP4----------', 'PQ--4----------', 'PE--4----------', 'VpMP---XR-NA---', 'PWNS1----------', 'PDFP1----------', 'P4FP1----------', 'ACMP------A----', 'AAIP1----1A----', 'PZNS1----------', 'CrNP1----------', 'AGIP1-----A----', 'VB-P---2F-AA---'}
0.0173770495	{'PSFS4-P1-------', 'NNFS3-----A----', 'CrFS4----------'}	{'NNIS6-----A----', 'P4ZS6----------', 'NNNS6-----A---1', 'P9XP6----------', 'NNIS6-----A---1', 'P9FS6----------', 'P5XP6--3-------', 'P4XP6----------'}
0.0175713859	{'PJZS7----------', 'J,-S---1-------', 'P4IS4----------', 'P4FP4----------', 'P4MP1----------', 'J,-------------', 'PE--1----------', 'P4NS4----------', 'P4XP3----------', 'P4NP1----------', 'PJNS1----------', 'P4ZS3----------', 'P4YP4----------'}	{'P4FS1----------', 'P4YS1----------', 'PE--7----------', 'P4NS1----------', 'PJYS1----------'}
0.0182719617	{'Cn-S1----------', 'AGFP2-----A----', 'AGMP2-----A----', 'AAMP2----1N----', 'P4XP2----------', 'AAMP2----1A----', 'P5FS2--3-------', 'AAFP2----1N----'}	{'ClYS1----------', 'VsYS---XX-AP---', 'ClZS7----------', 'VB-S---3P-NA---', 'PWYS1----------', 'PZNP1----------', 'AAIS1----3A----', 'AAIS1----2A----', 'VB-P---1P-AA---', 'CrIS1----------', 'PSYS1-P1-------', 'AGNP1-----A----', 'AAIS1----1A----', 'AAIS1----1N----', 'VB-S---3F-NA---', 'P4ZS7----------', 'PZM-4----------', 'VB-P---2P-NA---'}
0.0183488867	{'PWFS4----------', 'J,-P---1-------', 'PQ--7----------', 'CrNP2----------', 'AAFS1----1N----', 'NNFS7-----N----', 'NNMP7-----A----', 'AGNP2-----A----', 'Vc-S---1-------', 'AGFP7-----A----', 'VB-S---1P-AA---', 'P8ZS7----------', 'J,-X---3-------', 'PLZS7----------', 'PSZS7-P1-------', 'PLFS1----------', 'P8FS4----------', 'PJXP1----------', 'PDFS1----------', 'AANP2----1A----', 'VB-P---3F-AA---', 'RV--7----------', 'VsFS4--XX-AP---', 'ClFS4----------', 'Dg-------1A---1', 'AAFS1----1A----', 'AAFS4----2A----', 'J^------------1', 'Ca--7----------', 'ClFS1----------'}	{'NNMS6-----A----', 'P5ZS2--3-------', 'NNNP2-----A----', 'NNNSX-----A----', 'NNNP3-----A----', 'P9XP2----------', 'PW--6----------', 'P5ZS2--3------1', 'P9ZS2----------'}
0.0160111355	{'PQ--7----------', 'AGNP2-----A----', 'AGFP7-----A----', 'P8ZS7----------', 'J,-X---3-------', 'PLZS7----------', 'PLFS1----------', 'NNNP2-----A----', 'RV--7----------', 'VsFS4--XX-AP---', 'ClFS4----------', 'Dg-------1A---1', 'AAFS1----1A----', 'P5ZS2--3------1', 'AAFS4----2A----', 'Ca--7----------', 'ClFS1----------', 'PWFS4----------', 'J,-P---1-------', 'P5ZS2--3-------', 'CrNP2----------', 'AAFS1----1N----', 'NNNSX-----A----', 'NNFS7-----N----', 'NNMP7-----A----', 'Vc-S---1-------', 'VB-S---1P-AA---', 'PSZS7-P1-------', 'P8FS4----------', 'PJXP1----------', 'NNNP3-----A----', 'P9ZS2----------', 'NNMS6-----A----', 'PDFS1----------', 'AANP2----1A----', 'VB-P---3F-AA---', 'P9XP2----------', 'J^------------1', 'PW--6----------'}	{'AUMS1M---------', 'AAMP1----3A----', 'AAMS1----1A----', 'NNMP1-----A---1', 'AAMP1----1N----', 'AAMS1----1N----'}
0.0185932293	{'PQ--7----------', 'AGNP2-----A----', 'AGFP7-----A----', 'P8ZS7----------', 'J,-X---3-------', 'PLZS7----------', 'NNMP1-----A---1', 'PLFS1----------', 'NNNP2-----A----', 'RV--7----------', 'VsFS4--XX-AP---', 'ClFS4----------', 'Dg-------1A---1', 'AUMS1M---------', 'AAFS1----1A----', 'AAMS1----1N----', 'P5ZS2--3------1', 'AAFS4----2A----', 'Ca--7----------', 'ClFS1----------', 'AAMP1----3A----', 'PWFS4----------', 'J,-P---1-------', 'P5ZS2--3-------', 'CrNP2----------', 'AAFS1----1N----', 'NNNSX-----A----', 'NNFS7-----N----', 'NNMP7-----A----', 'Vc-S---1-------', 'VB-S---1P-AA---', 'PSZS7-P1-------', 'P8FS4----------', 'PJXP1----------', 'NNNP3-----A----', 'P9ZS2----------', 'NNMS6-----A----', 'PDFS1----------', 'AANP2----1A----', 'VB-P---3F-AA---', 'P9XP2----------', 'J^------------1', 'PW--6----------', 'AAMS1----1A----', 'AAMP1----1N----'}	{'AAFS7----3A----', 'NNNS7-----A----', 'PDFS7----------'}
0.0191890237	{'Cn-P2----------', 'PQ--2----------', 'NNIS3-----A----', 'AUIP2M---------', 'Ca--2----------', 'RV--3---------1', 'ClXP2----------', 'PP-P2--2-------', 'NNIS3-----A---1', 'ClXP3----------', 'AAIP2----1A----', 'PLXP3----------', 'PZXP2----------', 'CrIP2----------'}	{'Co-------------', 'Cv-------------', 'Vc-X---3-------', 'Vc-P---2-------'}
0.0193002791	{'PP-P7--1-------', 'NNIP7-----A----', 'P9ZS7----------', 'NNNP4-----A----', 'NNNP4-----A---2', 'PKM-4----------', 'NNMXX-----A---8', 'P4FS7----------', 'NNIXX-----A----', 'PP-P4--2-------', 'P5XP7--3-------', 'NNNP1-----A---2', 'PZ--4----------', 'Vi-S---2--A----', 'NNFP4-----A----', 'PP-S4--1-------', 'PDZS7----------', 'NNIXX-----A---8', 'VB-S---2P-NA---'}	{'NNNS3-----A----', 'P8XP7----------', 'P5XP3--3-------', 'PSXP7FS3-------', 'NNIP3-----A----', 'P5FS3--3-------'}
0.0197146378	{'AAFP4----3A----', 'PZNS4----------', 'AAFP4----1N----', 'ClXP7----------', 'ClYP4----------', 'Cn-P7----------', 'AAIP7----1N----', 'AAFP4----1A----', 'AAIP7----1A----', 'PSXP4-P1-------', 'ClXP4----------', 'PZXP7----------'}	{'PWFP4----------', 'P8FP4---------1', 'PZFP4----------', 'AGIS4-----A----', 'AAIP4----3A----', 'PLYP4----------', 'AGIP4-----A----', 'AAIP4----1A----', 'P8YP4---------1', 'P8NP4---------1', 'ClHP4----------', 'AANP4----1A----', 'AGFP4-----A----', 'AAMP4----1A----'}
0.0206437047	{'Vc-X---3-------', 'Cn-P2----------', 'PQ--2----------', 'NNIS3-----A----', 'AUIP2M---------', 'Ca--2----------', 'RV--3---------1', 'ClXP2----------', 'PP-P2--2-------', 'NNIS3-----A---1', 'Cv-------------', 'ClXP3----------', 'AAIP2----1A----', 'Vc-P---2-------', 'Co-------------', 'PLXP3----------', 'PZXP2----------', 'CrIP2----------'}	{'PSHP1-P1-------', 'PPZS7--3-------', 'PH-S4--2-------', 'PWM-4----------', 'PH-S4--1-------', 'VB-S---3P-AA--1', 'PSHP1-P2-------', 'PPZS4--3------2', 'ACNS------A----', 'ACQW------A----', 'PDNS1----------', 'ACYS------A----', 'PLNS4----------', 'PPXP3--3-------'}
0.0226029210	{'AAIS4----2A----', 'AAIS7----1A----', 'AAIS4----1N----', 'Ca--4----------', 'RV--4----------', 'Ca--1----------', 'AUIS7M---------', 'AAIS7----3A----'}	{'CrIS6----------', 'CrNP6----------', 'AAIS6----1N----', 'AAIS6----3A----', 'PSZS6FS3-------', 'ClXP6----------', 'PSXP6-P1-------', 'AAIS6----1A----', 'AANP6----1A----', 'PZXP6----------', 'PWZS6----------', 'Cn-P6----------', 'PSZS6-P1-------'}
0.0227427850	{'PQ--7----------', 'AGNP2-----A----', 'AGFP7-----A----', 'P8ZS7----------', 'J,-X---3-------', 'PLZS7----------', 'NNMP1-----A---1', 'PLFS1----------', 'NNNP2-----A----', 'RV--7----------', 'VsFS4--XX-AP---', 'ClFS4----------', 'Dg-------1A---1', 'AUMS1M---------', 'AAFS1----1A----', 'AAMS1----1N----', 'AAFS7----3A----', 'P5ZS2--3------1', 'AAFS4----2A----', 'Ca--7----------', 'ClFS1----------', 'AAMP1----3A----', 'PWFS4----------', 'J,-P---1-------', 'P5ZS2--3-------', 'PDFS7----------', 'CrNP2----------', 'AAFS1----1N----', 'NNNSX-----A----', 'NNFS7-----N----', 'NNMP7-----A----', 'Vc-S---1-------', 'VB-S---1P-AA---', 'PSZS7-P1-------', 'NNNS7-----A----', 'P8FS4----------', 'PJXP1----------', 'NNNP3-----A----', 'P9ZS2----------', 'NNMS6-----A----', 'PDFS1----------', 'AANP2----1A----', 'VB-P---3F-AA---', 'P9XP2----------', 'J^------------1', 'PW--6----------', 'AAMS1----1A----', 'AAMP1----1N----'}	{'NNMS7-----A----', 'AAMS6----1A----', 'NNMS6-----A---1'}
0.0237900409	{'PDFS6----------', 'NNIP6-----A----', 'AAFS6----3A----', 'P4FS6----------', 'P8FS6---------1', 'AAFS6----1A----', 'AGFS6-----A----'}	{'PZFP1----------', 'VpTP---XR-AA--1', 'VpTP---XR-NA---', 'VpQW---XR-NA---', 'VpNS---XR-AA---', 'AGFP1-----A----', 'VpQW---XR-AA--1', 'VsTP---XX-AP---'}
0.0173915462	{'AAFS1----3A----', 'AUFS1M---------', 'VpQW---XR-AA---'}	{'PZFP1----------', 'NNIP6-----A----', 'AAFS6----3A----', 'P4FS6----------', 'P8FS6---------1', 'VpTP---XR-AA--1', 'VpTP---XR-NA---', 'VpQW---XR-NA---', 'AGFS6-----A----', 'PDFS6----------', 'VpNS---XR-AA---', 'AGFP1-----A----', 'VpQW---XR-AA--1', 'VsTP---XX-AP---', 'AAFS6----1A----'}
